source,group_token,query_count,metric,namespace_minus_global
memops,7c56943b9c27,42,penalized_residual_upper_risk,-0.04265716183009405
memops,d7bffb900364,40,evidence_recall,0.07250000000000001
memops,d7bffb900364,40,feasible_rate,0.04999999999999999
memops,d7bffb900364,40,penalized_admissibility_upper_risk,-0.02894736842105261
memops,d7bffb900364,40,penalized_residual_upper_risk,-0.02894736842105261
memops,75ab52278f64,18,evidence_recall,0.09259259259259245
memops,75ab52278f64,18,feasible_rate,0.1111111111111111
memops,75ab52278f64,18,penalized_admissibility_upper_risk,-0.07424242424242422
memops,75ab52278f64,18,penalized_residual_upper_risk,-0.04461279461279455
memops,c4b44429210f,50,evidence_recall,0.20222222222222208
memops,c4b44429210f,50,feasible_rate,0.12
memops,c4b44429210f,50,penalized_admissibility_upper_risk,-0.08999999999999997
memops,c4b44429210f,50,penalized_residual_upper_risk,-0.08999999999999997
memops,4866b18485e5,50,evidence_recall,0.03333333333333327
memops,4866b18485e5,50,feasible_rate,0.03999999999999998
memops,4866b18485e5,50,penalized_admissibility_upper_risk,-0.03964705882352948
memops,4866b18485e5,50,penalized_residual_upper_risk,-0.02964705882352947
memops,89b995c06d4d,20,evidence_recall,0.11999999999999994
memops,89b995c06d4d,20,feasible_rate,0.1
memops,89b995c06d4d,20,penalized_admissibility_upper_risk,-0.09714285714285698
memops,89b995c06d4d,20,penalized_residual_upper_risk,-0.0685714285714284
memops,d3a1af7eef5f,28,evidence_recall,0.06547619047619047
memops,d3a1af7eef5f,28,feasible_rate,0.0
memops,d3a1af7eef5f,28,penalized_admissibility_upper_risk,0.0
memops,d3a1af7eef5f,28,penalized_residual_upper_risk,0.0
memops,12c3ba0a6848,50,evidence_recall,0.0
memops,12c3ba0a6848,50,feasible_rate,0.0
memops,12c3ba0a6848,50,penalized_admissibility_upper_risk,0.0
memops,12c3ba0a6848,50,penalized_residual_upper_risk,0.0
memops,de31d24efbb6,50,evidence_recall,0.006666666666666654
memops,de31d24efbb6,50,feasible_rate,0.0
memops,de31d24efbb6,50,penalized_admissibility_upper_risk,-0.01904761904761898
memops,de31d24efbb6,50,penalized_residual_upper_risk,0.003809523809523818
memops,2bed03e30985,40,evidence_recall,0.16416666666666663
memops,2bed03e30985,40,feasible_rate,0.09999999999999998
memops,2bed03e30985,40,penalized_admissibility_upper_risk,-0.11834168755221375
memops,2bed03e30985,40,penalized_residual_upper_risk,-0.09255221386800316
memops,ed2780cbd757,50,evidence_recall,0.053333333333333316
memops,ed2780cbd757,50,feasible_rate,0.04
memops,ed2780cbd757,50,penalized_admissibility_upper_risk,-0.039999999999999925
memops,ed2780cbd757,50,penalized_residual_upper_risk,-0.039999999999999925
memops,fa799e85f957,30,evidence_recall,0.09111111111111125
memops,fa799e85f957,30,feasible_rate,0.13333333333333336
memops,fa799e85f957,30,penalized_admissibility_upper_risk,-0.12326797385620913
memops,fa799e85f957,30,penalized_residual_upper_risk,-0.09104575163398698
memops,a60fa39fe7d6,28,evidence_recall,0.10714285714285698
memops,a60fa39fe7d6,28,feasible_rate,0.14285714285714288
memops,a60fa39fe7d6,28,penalized_admissibility_upper_risk,-0.12755102040816313
memops,a60fa39fe7d6,28,penalized_residual_upper_risk,-0.12755102040816313
memops,e3ea351ab87d,32,evidence_recall,0.15104166666666657
memops,e3ea351ab87d,32,feasible_rate,0.0625
memops,e3ea351ab87d,32,penalized_admissibility_upper_risk,-0.05539772727272729
memops,e3ea351ab87d,32,penalized_residual_upper_risk,-0.05018939393939381
memops,f1ab80e25b9c,40,evidence_recall,0.04166666666666663
memops,f1ab80e25b9c,40,feasible_rate,0.04999999999999999
memops,f1ab80e25b9c,40,penalized_admissibility_upper_risk,-0.04422969187675063
memops,f1ab80e25b9c,40,penalized_residual_upper_risk,-0.03540616246498596
memops,34af8bf2530d,50,evidence_recall,0.182
memops,34af8bf2530d,50,feasible_rate,0.0
memops,34af8bf2530d,50,penalized_admissibility_upper_risk,0.0
memops,34af8bf2530d,50,penalized_residual_upper_risk,0.0
memops,c8a912e114fd,42,evidence_recall,0.035714285714285754
memops,c8a912e114fd,42,feasible_rate,0.0
memops,c8a912e114fd,42,penalized_admissibility_upper_risk,0.0
memops,c8a912e114fd,42,penalized_residual_upper_risk,0.0
memops,84a65ca06b0f,42,evidence_recall,0.1952380952380952
memops,84a65ca06b0f,42,feasible_rate,0.14285714285714285
memops,84a65ca06b0f,42,penalized_admissibility_upper_risk,-0.10085978835978848
memops,84a65ca06b0f,42,penalized_residual_upper_risk,-0.10085978835978848
memops,fd7c58a37962,50,evidence_recall,0.1319999999999999
memops,fd7c58a37962,50,feasible_rate,0.0
memops,fd7c58a37962,50,penalized_admissibility_upper_risk,0.0
memops,fd7c58a37962,50,penalized_residual_upper_risk,0.0
memops,c576f858579a,50,evidence_recall,0.17833333333333345
memops,c576f858579a,50,feasible_rate,0.12
memops,c576f858579a,50,penalized_admissibility_upper_risk,-0.09192982456140364
memops,c576f858579a,50,penalized_residual_upper_risk,-0.08192982456140363
memops,597f8d5e07f3,40,evidence_recall,0.03249999999999997
memops,597f8d5e07f3,40,feasible_rate,0.0
memops,597f8d5e07f3,40,penalized_admissibility_upper_risk,0.0
memops,597f8d5e07f3,40,penalized_residual_upper_risk,0.0
memops,f874bca53976,50,evidence_recall,0.1786666666666667
memops,f874bca53976,50,feasible_rate,0.12000000000000001
memops,f874bca53976,50,penalized_admissibility_upper_risk,-0.09245248868778289
memops,f874bca53976,50,penalized_residual_upper_risk,-0.09245248868778289
memops,75aec2b7419f,10,evidence_recall,0.30666666666666653
memops,75aec2b7419f,10,feasible_rate,0.6000000000000001
memops,75aec2b7419f,10,penalized_admissibility_upper_risk,-0.4500000000000001
memops,75aec2b7419f,10,penalized_residual_upper_risk,-0.4500000000000001
memops,9f6f717f2656,38,evidence_recall,0.026315789473684237
memops,9f6f717f2656,38,feasible_rate,0.0
memops,9f6f717f2656,38,penalized_admissibility_upper_risk,0.0
memops,9f6f717f2656,38,penalized_residual_upper_risk,0.0
memops,70e6f75120c0,38,evidence_recall,0.0
memops,70e6f75120c0,38,feasible_rate,0.0
memops,70e6f75120c0,38,penalized_admissibility_upper_risk,0.0
memops,70e6f75120c0,38,penalized_residual_upper_risk,0.0
memops,7783d9e2007f,50,evidence_recall,0.031333333333333324
memops,7783d9e2007f,50,feasible_rate,0.040000000000000036
memops,7783d9e2007f,50,penalized_admissibility_upper_risk,-0.05645021645021642
memops,7783d9e2007f,50,penalized_residual_upper_risk,-0.033823953823953645
memops,6023da3d3e8e,42,evidence_recall,0.15136054421768708
memops,6023da3d3e8e,42,feasible_rate,0.047619047619047616
memops,6023da3d3e8e,42,penalized_admissibility_upper_risk,-0.05177626606198027
memops,6023da3d3e8e,42,penalized_residual_upper_risk,-0.03817082388510962
memops,3cc8ae9d83cf,50,evidence_recall,0.09733333333333338
memops,3cc8ae9d83cf,50,feasible_rate,0.07999999999999999
memops,3cc8ae9d83cf,50,penalized_admissibility_upper_risk,-0.056921744921744954
memops,3cc8ae9d83cf,50,penalized_residual_upper_risk,-0.04454079254079235
memops,ec75d1ad4566,40,evidence_recall,0.1859523809523811
memops,ec75d1ad4566,40,feasible_rate,0.1
memops,ec75d1ad4566,40,penalized_admissibility_upper_risk,-0.10515873015873023
memops,ec75d1ad4566,40,penalized_residual_upper_risk,-0.09087301587301588
memops,d08287cf97ff,50,evidence_recall,0.03799999999999992
memops,d08287cf97ff,50,feasible_rate,0.0
memops,d08287cf97ff,50,penalized_admissibility_upper_risk,0.0
memops,d08287cf97ff,50,penalized_residual_upper_risk,0.0
memops,588b988f1f57,42,evidence_recall,0.17063492063492064
memops,588b988f1f57,42,feasible_rate,0.14285714285714285
memops,588b988f1f57,42,penalized_admissibility_upper_risk,-0.15933484504913087
memops,588b988f1f57,42,penalized_residual_upper_risk,-0.11851851851851858
memops,e49d7457e83b,50,evidence_recall,0.03333333333333344
memops,e49d7457e83b,50,feasible_rate,0.040000000000000036
memops,e49d7457e83b,50,penalized_admissibility_upper_risk,-0.020000000000000018
memops,e49d7457e83b,50,penalized_residual_upper_risk,-0.020000000000000018
memops,82db383effb7,50,evidence_recall,0.14666666666666656
memops,82db383effb7,50,feasible_rate,0.12
memops,82db383effb7,50,penalized_admissibility_upper_risk,-0.09841269841269851
memops,82db383effb7,50,penalized_residual_upper_risk,-0.09841269841269851
memops,dd0953cb852d,40,evidence_recall,0.0942857142857143
memops,dd0953cb852d,40,feasible_rate,0.0
memops,dd0953cb852d,40,penalized_admissibility_upper_risk,0.0
memops,dd0953cb852d,40,penalized_residual_upper_risk,0.0
memops,0f56705db20a,42,evidence_recall,0.07936507936507936
memops,0f56705db20a,42,feasible_rate,0.0
memops,0f56705db20a,42,penalized_admissibility_upper_risk,-0.015873015873015817
memops,0f56705db20a,42,penalized_residual_upper_risk,-0.00952380952380949
memops,1a4573dde0d4,30,evidence_recall,0.0
memops,1a4573dde0d4,30,feasible_rate,0.0
memops,1a4573dde0d4,30,penalized_admissibility_upper_risk,0.0
memops,1a4573dde0d4,30,penalized_residual_upper_risk,0.0
memops,e107af66cfef,50,evidence_recall,0.057333333333333125
memops,e107af66cfef,50,feasible_rate,0.0
memops,e107af66cfef,50,penalized_admissibility_upper_risk,0.0
memops,e107af66cfef,50,penalized_residual_upper_risk,0.0
memops,6ce3c0b6f9ff,42,evidence_recall,0.2
memops,6ce3c0b6f9ff,42,feasible_rate,0.19047619047619047
memops,6ce3c0b6f9ff,42,penalized_admissibility_upper_risk,-0.13910230758970243
memops,6ce3c0b6f9ff,42,penalized_residual_upper_risk,-0.12322929171668662
memops,e5255944f5cc,50,evidence_recall,0.02799999999999997
memops,e5255944f5cc,50,feasible_rate,0.0
memops,e5255944f5cc,50,penalized_admissibility_upper_risk,-0.0017543859649121751
memops,e5255944f5cc,50,penalized_residual_upper_risk,0.00035087719298254605
memops,58b787f8ea6c,18,evidence_recall,0.022222222222222254
memops,58b787f8ea6c,18,feasible_rate,0.0
memops,58b787f8ea6c,18,penalized_admissibility_upper_risk,-0.009803921568627416
memops,58b787f8ea6c,18,penalized_residual_upper_risk,0.006862745098039302
memops,29c49c924a8f,50,evidence_recall,0.08466666666666667
memops,29c49c924a8f,50,feasible_rate,0.04000000000000001
memops,29c49c924a8f,50,penalized_admissibility_upper_risk,-0.04399999999999982
memops,29c49c924a8f,50,penalized_residual_upper_risk,-0.025333333333333097
memops,bd576814906e,50,evidence_recall,0.13333333333333314
memops,bd576814906e,50,feasible_rate,0.08000000000000002
memops,bd576814906e,50,penalized_admissibility_upper_risk,-0.08921123321123325
memops,bd576814906e,50,penalized_residual_upper_risk,-0.05878388278388258
memops,1130bc947505,38,evidence_recall,0.04824561403508776
memops,1130bc947505,38,feasible_rate,0.0
memops,1130bc947505,38,penalized_admissibility_upper_risk,-0.002791068580542344
memops,1130bc947505,38,penalized_residual_upper_risk,0.0015948963317384823
memops,0a9cab947b2e,32,evidence_recall,0.16145833333333331
memops,0a9cab947b2e,32,feasible_rate,0.0625
memops,0a9cab947b2e,32,penalized_admissibility_upper_risk,-0.04166666666666674
memops,0a9cab947b2e,32,penalized_residual_upper_risk,-0.04166666666666674
memops,d37a185ee166,50,evidence_recall,0.1439999999999999
memops,d37a185ee166,50,feasible_rate,0.08000000000000002
memops,d37a185ee166,50,penalized_admissibility_upper_risk,-0.05467226890756294
memops,d37a185ee166,50,penalized_residual_upper_risk,-0.05200560224089634
memops,a29a2988d45f,50,evidence_recall,0.07266666666666655
memops,a29a2988d45f,50,feasible_rate,0.0
memops,a29a2988d45f,50,penalized_admissibility_upper_risk,0.0
memops,a29a2988d45f,50,penalized_residual_upper_risk,0.0
rhelm,a4c9d0c30e0d,88,evidence_recall,0.03885281385281397
rhelm,a4c9d0c30e0d,88,feasible_rate,0.022727272727272763
rhelm,a4c9d0c30e0d,88,penalized_admissibility_upper_risk,-0.03708791208791207
rhelm,a4c9d0c30e0d,88,penalized_residual_upper_risk,-0.022727272727272707
rhelm,33dfb062a397,62,evidence_recall,0.15526113671274966
rhelm,33dfb062a397,62,feasible_rate,0.11290322580645162
rhelm,33dfb062a397,62,penalized_admissibility_upper_risk,-0.14468703339671074
rhelm,33dfb062a397,62,penalized_residual_upper_risk,-0.11290322580645162
rhelm,887d94556a39,68,evidence_recall,0.025910364145658504
rhelm,887d94556a39,68,feasible_rate,0.02941176470588236
rhelm,887d94556a39,68,penalized_admissibility_upper_risk,-0.04989495798319332
rhelm,887d94556a39,68,penalized_residual_upper_risk,-0.02941176470588236
rhelm,894154f1be8a,85,evidence_recall,0.14215686274509798
rhelm,894154f1be8a,85,feasible_rate,0.08235294117647063
rhelm,894154f1be8a,85,penalized_admissibility_upper_risk,-0.12104988149105789
rhelm,894154f1be8a,85,penalized_residual_upper_risk,-0.08235294117647052
rhelm,2b4be3591634,93,evidence_recall,0.10715992490186038
rhelm,2b4be3591634,93,feasible_rate,0.09677419354838707
rhelm,2b4be3591634,93,penalized_admissibility_upper_risk,-0.14168599399424342
rhelm,2b4be3591634,93,penalized_residual_upper_risk,-0.09677419354838712
rhelm,e116b865ac46,55,evidence_recall,0.1545454545454546
rhelm,e116b865ac46,55,feasible_rate,0.18181818181818177
rhelm,e116b865ac46,55,penalized_admissibility_upper_risk,-0.20513375513375504
rhelm,e116b865ac46,55,penalized_residual_upper_risk,-0.18181818181818182
rhelm,d00e433e339e,72,evidence_recall,0.11205357142857142
rhelm,d00e433e339e,72,feasible_rate,0.13888888888888884
rhelm,d00e433e339e,72,penalized_admissibility_upper_risk,-0.17976371622204945
rhelm,d00e433e339e,72,penalized_residual_upper_risk,-0.13888888888888884
